official_id,first_name,last_name,game_id
2002,Derrick,Collins,20300060
1199,Tom,Washington,20300060
2530,Ed,Malloy,20300057
1192,Bennett,Salvatore,20300057
1186,Blane,Reichelt,20300057
1164,Ron,Garretson,20300056
1827,George,Toliver,20300056
1193,Michael,Smith,20300056
1200,Greg,Willard,20300059
1148,James,Capers,20300059
1363,Bennie,Adams,20300059
1159,Kevin,Fehr,20300054
1169,Anthony,Jordan,20300054
1150,Jimmy,Clark,20300054
2003,Pat,Fraher,20300055
1152,Dan,Crawford,20300055
1174,Ken,Mauer,20300055
1142,Dick,Bavetta,20300058
1144,Ted,Bernhardt,20300058
1204,Derek,Richardson,20300058
1156,Tim,Donaghy,20300052
1153,Joe,Crawford,20300052
1189,Phil,Robinson,20300052
1154,Bob,Delaney,20300061
1184,Ron,Olesiak,20300061
2001,Jason,Phillips,20300061
1664,Gary,Zielinski,20300053
1167,Steve,Javie,20300053
1195,Derrick,Stafford,20300053
2003,Pat,Fraher,20300062
1174,Ken,Mauer,20300062
1152,Dan,Crawford,20300062
1826,Jess,Kersey,20300064
1830,Marc,Davis,20300064
1180,Jack,Nies,20300064
1147,Mike,Callahan,20300063
1162,Scott,Foster,20300063
2005,Matt,Boland,20300063
1148,James,Capers,20300076
1200,Greg,Willard,20300076
1363,Bennie,Adams,20300076
1198,Scott,Wall,20300070
1155,JB,DeRosa,20300070
1176,Monty,McCutchen,20300070
1827,George,Toliver,20300072
1204,Derek,Richardson,20300072
1164,Ron,Garretson,20300072
1179,Rodney,Mott,20300066
1190,Eddie,Rush,20300066
2534,Zach,Zarba,20300066
1192,Bennett,Salvatore,20300071
1186,Blane,Reichelt,20300071
2530,Ed,Malloy,20300071
1144,Ted,Bernhardt,20300068
1153,Joe,Crawford,20300068
2005,Matt,Boland,20300068
1147,Mike,Callahan,20300067
1150,Jimmy,Clark,20300067
1664,Gary,Zielinski,20300067
1194,Bill,Spooner,20300075
1201,Leon,Wood,20300075
2531,Troy,Raymond,20300075
1154,Bob,Delaney,20300073
2001,Jason,Phillips,20300073
1184,Ron,Olesiak,20300073
1161,Joe,Forte,20300069
1165,Luis,Grillo,20300069
1662,Bill,Kennedy,20300069
1193,Michael,Smith,20300065
1203,Mark,Wunderlich,20300065
1142,Dick,Bavetta,20300065
1151,Sean,Corbin,20300074
1167,Steve,Javie,20300074
1169,Anthony,Jordan,20300074
1194,Bill,Spooner,20300084
1201,Leon,Wood,20300084
2531,Troy,Raymond,20300084
1152,Dan,Crawford,20300078
1188,Leroy,Richardson,20300078
2147,Michael,Henderson,20300078
1662,Bill,Kennedy,20300079
1161,Joe,Forte,20300079
1165,Luis,Grillo,20300079
1164,Ron,Garretson,20300080
1156,Tim,Donaghy,20300080
2529,Tony,Brown,20300080
1180,Jack,Nies,20300081
1830,Marc,Davis,20300081
1826,Jess,Kersey,20300081
1143,Gary,Benson,20300083
1146,Tony,Brothers,20300083
1163,Bernie,Fryer,20300083
1176,Monty,McCutchen,20300082
1155,JB,DeRosa,20300082
1198,Scott,Wall,20300082
1664,Gary,Zielinski,20300077
1162,Scott,Foster,20300077
1195,Derrick,Stafford,20300077
1190,Eddie,Rush,20300087
1179,Rodney,Mott,20300087
2147,Michael,Henderson,20300087
1151,Sean,Corbin,20300089
1167,Steve,Javie,20300089
1169,Anthony,Jordan,20300089
1168,David,Jones,20300085
1160,Nolan,Fine,20300085
2534,Zach,Zarba,20300085
1156,Tim,Donaghy,20300088
2005,Matt,Boland,20300088
1203,Mark,Wunderlich,20300088
1186,Blane,Reichelt,20300086
2004,Courtney,Kirkland,20300086
1199,Tom,Washington,20300086
1143,Gary,Benson,20300094
1146,Tony,Brothers,20300094
1163,Bernie,Fryer,20300094
1188,Leroy,Richardson,20300092
1155,JB,DeRosa,20300092
2004,Courtney,Kirkland,20300092
1162,Scott,Foster,20300091
1664,Gary,Zielinski,20300091
1159,Kevin,Fehr,20300091
1168,David,Jones,20300090
1179,Rodney,Mott,20300090
1190,Eddie,Rush,20300090
2003,Pat,Fraher,20300093
1174,Ken,Mauer,20300093
1165,Luis,Grillo,20300093
1160,Nolan,Fine,20300096
1662,Bill,Kennedy,20300096
1161,Joe,Forte,20300096
1204,Derek,Richardson,20300102
1827,George,Toliver,20300102
1180,Jack,Nies,20300102
1143,Gary,Benson,20300100
1163,Bernie,Fryer,20300100
1146,Tony,Brothers,20300100
2001,Jason,Phillips,20300095
1154,Bob,Delaney,20300095
1185,Violet,Palmer,20300095
1203,Mark,Wunderlich,20300097
1159,Kevin,Fehr,20300097
1184,Ron,Olesiak,20300097
1176,Monty,McCutchen,20300099
1198,Scott,Wall,20300099
1188,Leroy,Richardson,20300099
1830,Marc,Davis,20300098
1826,Jess,Kersey,20300098
1199,Tom,Washington,20300098
1167,Steve,Javie,20300101
1151,Sean,Corbin,20300101
1169,Anthony,Jordan,20300101
1180,Jack,Nies,20300110
1204,Derek,Richardson,20300110
1827,George,Toliver,20300110
1198,Scott,Wall,20300109
1176,Monty,McCutchen,20300109
