id,first_name,last_name,player_slug,country,last_affiliation,height,weight,season_exp,jersey,position,rosterstatus,team_id,team_name,team_abbreviation,team_city,playercode,from_year,to_year,draft_year,draft_round,draft_number,pts,ast,reb,all_star_appearances,pie
1629634,Brandon,Clarke,brandon-clarke,Canada,Gonzaga/Canada,80.0,215.0,1,15,Forward,Active,1610612763,Grizzlies,MEM,Memphis,brandon_clarke,2019,2020,2019,1,21,11.8,1.5,5.5,,0.11
1626262,Coty,Clarke,coty-clarke,USA,Arkansas/USA,79.0,225.0,0,,Forward,Inactive,0,,,,coty_clarke,2015,2015,Undrafted,Undrafted,Undrafted,2.0,0.0,0.3,0.0,
203903,Jordan,Clarkson,jordan-clarkson,USA,Missouri/USA,76.0,194.0,6,0,Guard,Active,1610612762,Jazz,UTA,Utah,jordan_clarkson,2014,2020,2014,2,46,17.5,2.2,3.9,,0.116
1628492,Gian,Clavell,gian-clavell,Puerto Rico,Colorado State/Puerto Rico,76.0,185.0,0,,Guard,Inactive,0,,,,gian_clavell,2017,2017,Undrafted,Undrafted,Undrafted,2.9,0.4,1.0,0.0,
201964,Victor,Claver,victor-claver,Spain,Valencia/Spain,,,2,,,Inactive,0,,,,victor_claver,2012,2016,2009,1,22,3.2,0.7,2.2,0.0,
1629651,Nicolas,Claxton,nicolas-claxton,USA,Georgia/USA,83.0,215.0,1,33,Forward-Center,Active,1610612751,Nets,BKN,Brooklyn,nicolas_claxton,2019,2020,2019,2,31,9.8,0.9,4.3,,0.143
2049,Speedy,Claxton,speedy-claxton,USA,Hofstra/USA,71.0,170.0,7,12,Guard,Inactive,1610612744,Warriors,GSW,Golden State,speedy_claxton,2001,2008,2000,1,20,9.3,4.3,2.5,0.0,
2043,Mateen,Cleaves,mateen-cleaves,USA,Michigan State/USA,74.0,210.0,6,,Guard,Inactive,0,,,,mateen_cleaves,2000,2005,2000,1,14,3.6,1.9,1.0,0.0,
1629598,Chris,Clemons,chris-clemons,USA,Campbell /USA,69.0,180.0,1,3,Guard,Inactive,1610612745,Rockets,HOU,Houston,chris_clemons,2019,2019,Undrafted,Undrafted,Undrafted,4.9,0.8,0.9,0.0,
1628499,Antonius,Cleveland,antonius-cleveland,USA,Southeast Missouri/USA,77.0,195.0,2,3,Guard,Inactive,1610612742,Mavericks,DAL,Dallas,antonius_cleveland,2017,2019,Undrafted,Undrafted,Undrafted,1.2,0.1,0.8,0.0,
76404,Nat,Clifton,nat-clifton,USA,Xavier of Louisiana/USA,78.0,220.0,7,24,Center,Inactive,1610612752,Knicks,NYK,New York,HISTADD_sweetwater_clifton,1950,1957,Undrafted,Undrafted,Undrafted,10.0,2.5,8.2,1.0,
76406,Bill,Closs,bill-closs,USA,Rice/USA,78.0,195.0,2,14,Forward,Inactive,1610612744,Warriors,PHW,Philadelphia,HISTADD_bill_closs,1949,1951,Undrafted,Undrafted,Undrafted,9.0,1.9,5.0,0.0,
1569,Keith,Closs,keith-closs,USA,Central Connecticut State/USA,87.0,212.0,3,33,Center,Inactive,1610612746,Clippers,LAC,Los Angeles,keith_closs,1997,2000,Undrafted,Undrafted,Undrafted,3.9,0.3,2.9,0.0,
76408,Marion,Cluggish,marion-cluggish,USA,Kentucky/USA,82.0,235.0,0,3,Center,Inactive,1610612752,Knicks,NYK,New York,HISTADD_bob_cluggish,1946,1946,Undrafted,Undrafted,Undrafted,4.4,0.4,,0.0,
1629599,Amir,Coffey,amir-coffey,USA,Minnesota/USA,79.0,210.0,1,7,Guard-Forward,Active,1610612746,Clippers,LAC,LA,amir_coffey,2019,2020,Undrafted,Undrafted,Undrafted,2.9,0.5,0.7,,0.073
76410,Richard,Coffey,richard-coffey,USA,Minnesota/USA,78.0,212.0,0,33,Guard,Inactive,1610612750,Timberwolves,MIN,Minnesota,HISTADD_richard_coffey,1990,1990,Undrafted,Undrafted,Undrafted,1.3,0.1,1.5,0.0,
715,John,Coker,john-coker,USA,Boise State/USA,,,2,,,Inactive,0,,,,john_coker,1995,2000,Undrafted,Undrafted,Undrafted,1.6,0.1,1.2,0.0,
202708,Norris,Cole,norris-cole,USA,Cleveland State/USA,74.0,175.0,6,30,Guard,Inactive,1610612748,Heat,MIA,Miami,norris_cole,2011,2016,2011,1,28,7.0,2.7,2.0,0.0,
2044,Jason,Collier,jason-collier,USA,Georgia Tech/USA,84.0,260.0,5,40,Center,Inactive,1610612737,Hawks,ATL,Atlanta,jason_collier,2000,2004,2000,1,15,5.6,0.3,2.9,0.0,
1530,James,Collins,james-collins,USA,Florida State/USA,76.0,196.0,0,32,Guard,Inactive,1610612746,Clippers,LAC,Los Angeles,james_collins,1997,1997,1997,2,36,2.6,0.1,0.6,0.0,
2260,Jarron,Collins,jarron-collins,USA,Stanford/USA,83.0,249.0,9,,Center,Inactive,0,,,,jarron_collins,2001,2010,2001,2,52,3.9,0.8,2.9,0.0,
2215,Jason,Collins,jason-collins,USA,Stanford/USA,84.0,255.0,12,98,Center,Inactive,1610612751,Nets,BKN,Brooklyn,jason_collins,2001,2013,2001,1,18,3.6,0.9,3.7,0.0,
1628381,John,Collins,john-collins,USA,Wake Forest/USA,81.0,235.0,3,20,Forward-Center,Active,1610612737,Hawks,ATL,Atlanta,john_collins,2017,2020,2017,1,19,18.3,1.3,7.8,,0.124
200776,Mardy,Collins,mardy-collins,USA,Temple/USA,78.0,220.0,4,25,Guard,Inactive,1610612752,Knicks,NYK,New York,mardy_collins,2006,2009,2006,1,29,3.9,1.7,1.8,0.0,
202395,Sherron,Collins,sherron-collins,USA,Kansas/USA,71.0,205.0,0,,Guard,Inactive,0,,,,sherron_collins,2010,2010,Undrafted,Undrafted,Undrafted,0.9,0.4,0.3,0.0,
1628380,Zach,Collins,zach-collins,USA,Gonzaga/USA,83.0,250.0,3,33,Forward-Center,Active,1610612757,Trail Blazers,POR,Portland,zach_collins,2017,2020,2017,1,10,7.0,1.5,6.3,,0.054
1627858,Kyle,Collinsworth,kyle-collinsworth,USA,Brigham Young/USA,78.0,210.0,1,8,Guard,Inactive,1610612742,Mavericks,DAL,Dallas,kyle_collinsworth,2017,2017,Undrafted,Undrafted,Undrafted,3.2,1.8,3.3,0.0,
201954,Darren,Collison,darren-collison,USA,UCLA/USA,72.0,175.0,10,2,Guard,Inactive,1610612754,Pacers,IND,Indiana,darren_collison,2009,2018,2009,1,21,12.5,5.0,2.7,0.0,
2555,Nick,Collison,nick-collison,USA,Kansas/USA,82.0,255.0,14,4,Forward-Center,Inactive,1610612760,Thunder,OKC,Oklahoma City,nick_collison,2003,2017,2003,1,12,5.9,1.0,5.2,0.0,
76422,Joe,Colone,joe-colone,USA,Bloomsburg/USA,77.0,210.0,0,18,Forward,Inactive,1610612752,Knicks,NYK,New York,HISTADD_bells_colone,1948,1948,Undrafted,Undrafted,Undrafted,5.5,0.6,,0.0,
1629045,Bonzie,Colson,bonzie-colson,USA,Notre Dame/USA,78.0,225.0,1,50,Forward,Inactive,1610612749,Bucks,MIL,Milwaukee,bonzie_colson,2018,2018,Undrafted,Undrafted,Undrafted,4.9,0.4,3.8,0.0,
2173,Sean,Colson,sean-colson,USA,North Carolina-Charlotte/USA,72.0,175.0,1,3,Guard,Inactive,1610612745,Rockets,HOU,Houston,sean_colson,2000,2002,Undrafted,Undrafted,Undrafted,1.2,0.8,0.5,0.0,
201144,Mike,Conley,mike-conley,USA,Ohio State/USA,73.0,175.0,13,10,Guard,Active,1610612762,Jazz,UTA,Utah,mike_conley,2007,2020,2007,1,4,16.4,5.5,3.4,,0.125
55,Marty,Conlon,marty-conlon,USA,Providence/USA,82.0,224.0,8,,Center,Inactive,0,,,,marty_conlon,1991,1999,Undrafted,Undrafted,Undrafted,6.5,1.0,3.5,0.0,
1626192,Pat,Connaughton,pat-connaughton,USA,Notre Dame/USA,77.0,209.0,5,24,Guard,Active,1610612749,Bucks,MIL,Milwaukee,pat_connaughton,2015,2020,2015,2,41,6.9,1.3,4.5,,0.082
76432,Chuck,Connors,chuck-connors,USA,Seton Hall/USA,77.0,190.0,1,11,Forward,Inactive,1610612738,Celtics,BOS,Boston,HISTADD_chuck_connors,1946,1947,Undrafted,Undrafted,Undrafted,4.5,0.8,,0.0,
101215,Will,Conroy,will-conroy,USA,Washington/USA,74.0,195.0,2,,Guard,Inactive,0,,,,will_conroy,2006,2012,Undrafted,Undrafted,Undrafted,0.4,1.0,0.7,0.0,
2567,Brian,Cook,brian-cook,USA,Illinois/USA,81.0,250.0,9,43,Center-Forward,Inactive,1610612747,Lakers,LAL,Los Angeles,brian_cook,2003,2011,2003,1,24,5.5,0.6,2.6,0.0,
201161,Daequan,Cook,daequan-cook,USA,Ohio State/USA,77.0,210.0,6,14,Guard,Inactive,1610612748,Heat,MIA,Miami,daequan_cook,2007,2012,2007,1,21,6.4,0.7,2.1,0.0,
2241,Omar,Cook,omar-cook,USA,St. John's/USA,73.0,190.0,2,1,Guard,Inactive,1610612757,Trail Blazers,POR,Portland,omar_cook,2001,2004,2001,2,31,1.7,2.1,0.6,0.0,
1626188,Quinn,Cook,quinn-cook,USA,Duke/USA,73.0,180.0,4,2,Guard,Active,1610612739,Cavaliers,CLE,Cleveland,quinn_cook,2016,2020,Undrafted,Undrafted,Undrafted,2.9,0.7,0.7,,0.095
1629076,Tyler,Cook,tyler-cook,USA,Iowa/USA,80.0,255.0,1,25,Forward,Active,1610612765,Pistons,DET,Detroit,tyler_cook,2019,2020,Undrafted,Undrafted,Undrafted,0.7,0.3,1.5,,0.037
1628429,Charles,Cooke,charles-cooke,USA,Dayton/USA,77.0,196.0,1,4,Guard,Inactive,1610612740,Pelicans,NOP,New Orleans,charles_cooke,2017,2017,Undrafted,Undrafted,Undrafted,0.5,0.1,0.2,0.0,
76439,David,Cooke,david-cooke,USA,St. Mary's (CA)/USA,80.0,230.0,0,14,Forward,Inactive,1610612758,Kings,SAC,Sacramento,HISTADD_david_cooke,1985,1985,Undrafted,Undrafted,Undrafted,1.5,0.2,1.7,0.0,
204022,Jack,Cooley,jack-cooley,USA,Notre Dame/USA,82.0,274.0,1,45,Center-Forward,Inactive,1610612762,Jazz,UTA,Utah,jack_cooley,2014,2017,Undrafted,Undrafted,Undrafted,2.9,0.3,2.4,0.0,
76446,Tom,Copa,tom-copa,USA,Marquette/USA,82.0,275.0,0,30,Forward,Inactive,1610612759,Spurs,SAS,San Antonio,HISTADD_tom_copa,1991,1991,Undrafted,Undrafted,Undrafted,1.5,0.1,1.1,0.0,
203142,Chris,Copeland,chris-copeland,USA,Colorado/USA,81.0,239.0,4,,Forward,Inactive,0,,,,chris_copeland,2012,2015,Undrafted,Undrafted,Undrafted,5.8,0.6,1.6,0.0,
76448,Lanard,Copeland,lanard-copeland,USA,Georgia State/USA,78.0,190.0,1,21,Forward,Inactive,1610612755,76ers,PHI,Philadelphia,HISTADD_lanard_copeland,1989,1991,Undrafted,Undrafted,Undrafted,2.7,0.4,0.5,0.0,
76451,Ken,Corley,ken-corley,USA,Central Oklahoma/USA,,,0,,,Inactive,1610610026,Rebels,CLR,Cleveland,HISTADD_ken_corley,1946,1946,Undrafted,Undrafted,Undrafted,0.0,0.0,,0.0,
1627856,Matt,Costello,matt-costello,USA,Michigan State/USA,82.0,240.0,1,10,Forward-Center,Inactive,1610612759,Spurs,SAS,San Antonio,matt_costello,2017,2017,Undrafted,Undrafted,Undrafted,1.0,0.5,2.3,0.0,
203955,Bryce,Cotton,bryce-cotton,USA,Providence/USA,73.0,165.0,2,8,Guard,Inactive,1610612762,Jazz,UTA,Utah,bryce_cotton,2014,2015,Undrafted,Undrafted,Undrafted,3.8,0.8,0.8,0.0,
76456,Jack,Cotton,jack-cotton,USA,Wyoming/USA,79.0,200.0,0,,Forward,Inactive,1610610027,Nuggets,DN,Denver,HISTADD_jack_cotton,1949,1949,Undrafted,Undrafted,Undrafted,5.1,1.2,,0.0,
1526,James,Cotton,james-cotton,USA,Long Beach State/USA,77.0,220.0,1,,Guard,Inactive,0,,,,james_cotton,1997,1998,1997,2,32,2.6,0.0,0.8,0.0,
1432,Joe,Courtney,joe-courtney,USA,Southern Mississippi/USA,80.0,235.0,3,,Forward,Inactive,0,,,,joe_courtney,1992,1996,Undrafted,Undrafted,Undrafted,2.8,0.3,1.5,0.0,
202408,Marcus,Cousin,marcus-cousin,USA,Houston/USA,83.0,255.0,1,50,Forward,Inactive,1610612762,Jazz,UTA,Utah,marcus_cousin,2010,2010,Undrafted,Undrafted,Undrafted,1.0,0.0,0.8,0.0,
202326,DeMarcus,Cousins,demarcus-cousins,USA,Kentucky/USA,82.0,270.0,9,,Center,Inactive,0,,,,demarcus_cousins,2010,2020,2010,1,5,9.6,2.4,7.6,,0.127
203496,Robert,Covington,robert-covington,USA,Tennessee State/USA,79.0,209.0,7,23,Forward,Active,1610612757,Trail Blazers,POR,Portland,robert_covington,2013,2020,Undrafted,Undrafted,Undrafted,8.6,1.7,6.7,,0.073
203459,Allen,Crabbe,allen-crabbe,USA,California/USA,77.0,212.0,6,,Guard-Forward,Inactive,0,,,,allen_crabbe,2013,2019,2013,2,31,9.1,1.1,2.8,0.0,
1628470,Torrey,Craig,torrey-craig,USA,South Carolina Upstate/USA,79.0,221.0,3,12,Forward,Active,1610612756,Suns,PHX,Phoenix,torrey_craig,2017,2020,Undrafted,Undrafted,Undrafted,2.9,0.9,2.4,,0.061
1544,Chris,Crawford,chris-crawford,USA,Marquette/USA,81.0,235.0,7,4,Forward,Inactive,1610612737,Hawks,ATL,Atlanta,chris_crawford,1997,2003,1997,2,50,6.6,0.6,2.2,0.0,
2037,Jamal,Crawford,jamal-crawford,USA,Michigan/USA,77.0,200.0,20,1,Guard,Inactive,1610612751,Nets,BKN,Brooklyn,jamal_crawford,2000,2019,2000,1,8,14.6,3.4,2.2,0.0,
201621,Joe,Crawford,joe-crawford,USA,Kentucky/USA,77.0,210.0,1,5,Guard,Inactive,1610612752,Knicks,NYK,New York,joe_crawford,2008,2008,2008,2,58,4.5,0.5,2.0,0.0,
202348,Jordan,Crawford,jordan-crawford,USA,Xavier/USA,77.0,195.0,5,27,Guard,Inactive,1610612764,Wizards,WAS,Washington,jordan_crawford,2010,2017,2010,1,27,12.2,3.1,2.5,0.0,
1628249,Mitchell,Creek,mitchell-creek,Australia,Gottingen/Australia,78.0,225.0,1,55,Forward-Guard,Inactive,1610612750,Timberwolves,MIN,Minnesota,mitchell_creek,2018,2018,Undrafted,Undrafted,Undrafted,4.2,1.2,2.4,0.0,
76470,Hal,Crisler,hal-crisler,USA,Iowa State/USA,75.0,215.0,0,15,Forward,Inactive,1610612738,Celtics,BOS,Boston,HISTADD_hal_crisler,1946,1946,Undrafted,Undrafted,Undrafted,1.5,0.0,,0.0,
2343,Joe,Crispin,joe-crispin,USA,Penn State/USA,72.0,185.0,1,11,Guard,Inactive,1610612756,Suns,PHX,Phoenix,joe_crispin,2001,2001,Undrafted,Undrafted,Undrafted,3.8,1.2,0.5,0.0,
76471,Charlie,Criss,charlie-criss,USA,New Mexico State/USA,68.0,165.0,7,14,Guard,Inactive,1610612737,Hawks,ATL,Atlanta,HISTADD_charlie_criss,1977,1984,Undrafted,Undrafted,Undrafted,8.5,3.2,1.4,0.0,
201159,Javaris,Crittenton,javaris-crittenton,USA,Georgia Tech/USA,77.0,200.0,2,8,Guard,Inactive,1610612764,Wizards,WAS,Washington,javaris_crittenton,2007,2009,2007,1,19,5.3,1.8,2.4,0.0,
76473,Dillard,Crocker,dillard-crocker,USA,Western Michigan/USA,76.0,205.0,3,7,Forward,Inactive,1610612737,Hawks,MIH,Milwaukee,HISTADD_dillard_crocker,1948,1952,Undrafted,Undrafted,Undrafted,8.8,1.3,2.2,0.0,
1506,Austin,Croshere,austin-croshere,USA,Providence/USA,82.0,240.0,11,,Forward,Inactive,0,,,,austin_croshere,1997,2008,1997,1,12,6.8,1.0,4.0,0.0,
180,John,Crotty,john-crotty,USA,Virginia/USA,,,10,,Guard,Inactive,0,,,,john_crotty,1992,2002,Undrafted,Undrafted,Undrafted,4.0,2.1,1.1,0.0,
76482,Corey,Crowder,corey-crowder,USA,Kentucky Wesleyan/USA,77.0,214.0,1,23,Forward,Inactive,1610612762,Jazz,UTA,Utah,HISTADD_corey_crowder,1991,1994,Undrafted,Undrafted,Undrafted,2.1,0.3,0.8,0.0,
203109,Jae,Crowder,jae-crowder,USA,Marquette/USA,78.0,235.0,8,99,Forward,Active,1610612756,Suns,PHX,Phoenix,jae_crowder,2012,2020,2012,2,34,10.1,2.0,5.0,,0.088
1629633,Jarrett,Culver,jarrett-culver,USA,Texas Tech/USA,78.0,195.0,1,23,Guard-Forward,Active,1610612750,Timberwolves,MIN,Minnesota,jarrett_culver,2019,2020,2019,1,6,6.8,0.8,4.3,,0.059
1907,Vonteego,Cummings,vonteego-cummings,USA,Pittsburgh/USA,,,3,,,Inactive,0,,,,vonteego_cummings,1999,2007,1999,1,26,6.9,2.7,1.9,0.0,
201967,Dante,Cunningham,dante-cunningham,USA,Villanova/USA,80.0,230.0,10,33,Forward,Inactive,1610612759,Spurs,SAS,San Antonio,dante_cunningham,2009,2018,2009,2,33,5.8,0.7,3.7,0.0,
203099,Jared,Cunningham,jared-cunningham,USA,Oregon State/USA,76.0,195.0,3,,Guard,Inactive,0,,,,jared_cunningham,2012,2015,2012,1,24,2.3,0.5,0.7,0.0,
1061,William,Cunningham,william-cunningham,USA,Temple/USA,83.0,240.0,1,51,Center,Inactive,1610612751,Nets,NJN,New Jersey,william_cunningham,1997,1998,Undrafted,Undrafted,Undrafted,0.6,0.1,1.7,0.0,
76488,Radisav,Curcic,radisav-curcic,Serbia,Union Olimpija/Serbia,82.0,275.0,0,44,Center,Inactive,1610612742,Mavericks,DAL,Dallas,HISTADD_radisav_curcic,1992,1992,Undrafted,Undrafted,Undrafted,2.9,0.6,2.5,0.0,
76489,Armand,Cure,armand-cure,USA,Rhode Island/USA,72.0,198.0,0,,Forward,Inactive,1610610032,Steamrollers,PRO,Providence,HISTADD_armand_cure,1946,1946,Undrafted,Undrafted,Undrafted,0.8,0.0,,0.0,
76492,Fran,Curran,fran-curran,USA,Notre Dame/USA,72.0,175.0,1,15,Guard,Inactive,1610612758,Royals,ROC,Rochester,HISTADD_fran_curran,1948,1949,Undrafted,Undrafted,Undrafted,4.9,1.2,,0.0,
2201,Eddy,Curry,eddy-curry,USA,Thornwood HS (IL)/USA,84.0,295.0,10,,Center,Inactive,0,,,,eddy_curry,2001,2012,2001,1,4,12.9,0.5,5.2,0.0,
201191,JamesOn,Curry,jameson-curry,USA,Oklahoma State/USA,75.0,190.0,2,,Guard,Inactive,0,,,,jameson_curry,2007,2009,2007,2,51,0.0,0.0,0.0,0.0,
688,Michael,Curry,michael-curry,USA,Georgia Southern/USA,77.0,210.0,10,,Forward-Guard,Inactive,0,,,,michael_curry,1993,2004,Undrafted,Undrafted,Undrafted,4.5,1.2,1.6,0.0,
203552,Seth,Curry,seth-curry,USA,Duke/USA,74.0,185.0,6,31,Guard,Active,1610612755,76ers,PHI,Philadelphia,seth_curry,2013,2020,Undrafted,Undrafted,Undrafted,12.9,2.9,2.2,,0.082
201939,Stephen,Curry,stephen-curry,USA,Davidson/USA,75.0,185.0,11,30,Guard,Active,1610612744,Warriors,GSW,Golden State,stephen_curry,2009,2020,2009,1,7,29.0,6.2,5.3,,0.176
687,Rastko,Cvetkovic,rastko-cvetkovic,Serbia,Crvena zvezda/Serbia,85.0,260.0,0,8,Center,Inactive,1610612743,Nuggets,DEN,Denver,rastko_cvetkovic,1995,1995,Undrafted,Undrafted,Undrafted,0.7,0.2,0.8,0.0,
2223,Samuel,Dalembert,samuel-dalembert,Haiti,Seton Hall/Haiti,83.0,255.0,13,,Center,Inactive,0,,,,samuel_dalembert,2001,2014,2001,1,26,7.7,0.5,7.8,0.0,
76498,Howie,Dallmar,howie-dallmar,USA,Stanford/USA,76.0,200.0,2,12,Forward,Inactive,1610612744,Warriors,PHW,Philadelphia,HISTADD_howie_dallmar,1946,1948,Undrafted,Undrafted,Undrafted,9.6,2.3,,0.0,
956,Erick,Dampier,erick-dampier,USA,Mississippi State/USA,83.0,265.0,16,25,Center,Inactive,1610612744,Warriors,GSW,Golden State,erick_dampier,1996,2011,1996,1,10,7.4,0.8,7.1,0.0,
1498,Antonio,Daniels,antonio-daniels,USA,Bowling Green/USA,76.0,205.0,13,22,Guard,Inactive,1610612759,Spurs,SAS,San Antonio,antonio_daniels,1997,2010,1997,1,4,7.6,3.4,1.8,0.0,
2845,Erik,Daniels,erik-daniels,USA,Kentucky/USA,,,1,,,Inactive,0,,,,erik_daniels,2004,2007,Undrafted,Undrafted,Undrafted,0.6,0.2,0.9,0.0,
1380,Lloyd,Daniels,lloyd-daniels,USA,Mt. San Antonio/USA,79.0,205.0,4,,Guard,Inactive,0,,,,lloyd_daniels,1992,1997,Undrafted,Undrafted,Undrafted,7.1,1.6,2.2,0.0,
2605,Marquis,Daniels,marquis-daniels,USA,Auburn/USA,78.0,200.0,10,6,Forward,Inactive,1610612742,Mavericks,DAL,Dallas,marquis_daniels,2003,2012,Undrafted,Undrafted,Undrafted,7.9,1.8,2.8,0.0,
203584,Troy,Daniels,troy-daniels,USA,Virginia Commonwealth/USA,76.0,200.0,7,30,Guard,Inactive,1610612743,Nuggets,DEN,Denver,troy_daniels,2013,2019,Undrafted,Undrafted,Undrafted,6.6,0.5,1.3,0.0,
76506,Henry,Darcey,henry-darcey,USA,Oklahoma State/USA,79.0,217.0,0,10,Center,Inactive,1610612737,Hawks,MIH,Milwaukee,HISTADD_pete_darcey,1952,1952,Undrafted,Undrafted,Undrafted,0.9,0.2,0.8,0.0,
203540,Gigi,Datome,gigi-datome,Italy,Virtus Roma/Italy,80.0,215.0,1,70,Forward,Inactive,1610612765,Pistons,DET,Detroit,gigi_datome,2013,2014,Undrafted,Undrafted,Undrafted,3.4,0.4,1.4,0.0,
1600,Kornel,David,kornel-david,USA,Budapest AEH/USA,81.0,230.0,2,9,Forward,Inactive,1610612741,Bulls,CHI,Chicago,kornel_david,1998,2000,Undrafted,Undrafted,Undrafted,5.0,0.6,2.8,0.0,
201176,Jermareo,Davidson,jermareo-davidson,USA,Alabama/USA,82.0,230.0,2,33,Forward,Inactive,1610612766,Bobcats,CHA,Charlotte,jermareo_davidson,2007,2008,2007,2,36,3.1,0.3,1.8,0.0,
76514,Bob,Davies,bob-davies,USA,Seton Hall/USA,73.0,175.0,6,11,Guard,Inactive,1610612758,Royals,ROC,Rochester,HISTADD_bob_davies,1948,1954,Undrafted,Undrafted,Undrafted,14.3,4.9,2.9,4.0,
203561,Brandon,Davies,brandon-davies,USA,Brigham Young/USA,82.0,240.0,1,,Forward,Inactive,0,,,,brandon_davies,2013,2014,Undrafted,Undrafted,Undrafted,3.7,0.7,2.5,0.0,
203076,Anthony,Davis,anthony-davis,USA,Kentucky/USA,82.0,253.0,8,3,Forward-Center,Active,1610612747,Lakers,LAL,Los Angeles,anthony_davis,2012,2020,2012,1,1,22.5,3.0,8.4,,0.163
76515,Aubrey,Davis,aubrey-davis,USA,Oklahoma Baptist/USA,74.0,175.0,0,,Guard,Inactive,1610610034,Bombers,BOM,St. Louis,HISTADD_aubrey_davis,1946,1946,Undrafted,Undrafted,Undrafted,4.9,0.2,,0.0,
1884,Baron,Davis,baron-davis,USA,UCLA/USA,75.0,212.0,13,85,Guard,Inactive,1610612766,Hornets,CHH,Charlotte,baron_davis,1999,2011,1999,1,3,16.1,7.2,3.8,2.0,
989,Ben,Davis,ben-davis,USA,Arizona/USA,81.0,245.0,4,,Forward,Inactive,0,,,,ben_davis,1996,1999,1996,2,43,1.4,0.1,1.3,0.0,
1627738,Deyonta,Davis,deyonta-davis,USA,Michigan State/USA,83.0,237.0,3,,Center-Forward,Inactive,0,,,,deyonta_davis,2016,2018,2016,2,31,4.2,0.4,3.2,0.0,
202334,Ed,Davis,ed-davis,USA,North Carolina/USA,81.0,218.0,10,17,Center-Forward,Active,1610612750,Timberwolves,MIN,Minnesota,ed_davis,2010,2020,2010,1,13,2.3,1.0,5.1,,0.073
1023,Emanual,Davis,emanual-davis,USA,Delaware State/USA,77.0,195.0,6,15,Guard,Inactive,1610612760,SuperSonics,SEA,Seattle,emanual_davis,1996,2002,Undrafted,Undrafted,Undrafted,4.9,1.8,1.9,0.0,
201175,Glen,Davis,glen-davis,USA,Louisiana State/USA,81.0,289.0,7,0,Forward-Center,Inactive,1610612738,Celtics,BOS,Boston,glen_davis,2007,2014,2007,2,35,8.0,0.9,4.4,0.0,
2668,Josh,Davis,josh-davis,USA,Wyoming/USA,80.0,235.0,3,,Forward,Inactive,0,,,,josh_davis,2003,2011,Undrafted,Undrafted,Undrafted,2.3,0.3,1.7,0.0,
707,Mark,Davis,mark-davis,USA,Texas Tech/USA,79.0,205.0,4,7,Guard-Forward,Inactive,1610612755,76ers,PHI,Philadelphia,mark_davis,1995,1999,1995,2,48,5.5,1.3,3.0,0.0,
76530,Michael,Davis,michael-davis,USA,Maryland/USA,82.0,230.0,0,,Forward,Inactive,1610612752,Knicks,NYK,New York,HISTADD_michael_davis,1982,1982,Undrafted,Undrafted,Undrafted,1.8,0.0,1.3,0.0,
200781,Paul,Davis,paul-davis,USA,Michigan State/USA,83.0,270.0,3,,Center,Inactive,0,,,,paul_davis,2006,2009,2006,2,34,2.6,0.4,1.9,0.0,
1729,Ricky,Davis,ricky-davis,USA,Iowa/USA,79.0,195.0,11,,Guard,Inactive,0,,,,ricky_davis,1998,2009,1998,1,21,13.5,3.3,3.5,0.0,
1629056,Terence,Davis,terence-davis,USA,Mississippi/USA,76.0,201.0,1,0,Guard,Active,1610612761,Raptors,TOR,Toronto,terence_davis,2019,2020,Undrafted,Undrafted,Undrafted,7.0,1.1,2.0,,0.075
426,Terry,Davis,terry-davis,USA,Virginia Union/USA,82.0,270.0,9,54,Center-Forward,Inactive,1610612742,Mavericks,DAL,Dallas,terry_davis,1989,2000,Undrafted,Undrafted,Undrafted,6.4,0.6,6.0,0.0,
1629093,Tyler,Davis,tyler-davis,USA,Texas A&M/USA,82.0,266.0,0,,Center,Inactive,0,,,,tyler_davis,2018,2018,Undrafted,Undrafted,Undrafted,0.0,0.0,1.0,0.0,
203958,Andre,Dawkins,andre-dawkins,USA,Duke/USA,77.0,219.0,0,,Guard,Inactive,0,,,,andre_dawkins,2014,2014,Undrafted,Undrafted,Undrafted,0.8,0.3,0.5,0.0,
1626183,Branden,Dawson,branden-dawson,USA,Michigan State/USA,78.0,225.0,1,22,Forward,Inactive,1610612746,Clippers,LAC,LA,branden_dawson,2015,2015,2015,2,56,0.8,0.0,0.7,0.0,
201286,Eric,Dawson,eric-dawson,USA,Midwestern State/USA,81.0,250.0,1,,Forward,Inactive,0,,,,eric_dawson,2011,2011,Undrafted,Undrafted,Undrafted,3.8,0.0,2.5,0.0,
76542,Tony,Dawson,tony-dawson,USA,Florida State/USA,79.0,215.0,1,45,Forward,Inactive,1610612758,Kings,SAC,Sacramento,HISTADD_tony_dawson,1990,1994,Undrafted,Undrafted,Undrafted,2.8,0.2,0.8,0.0,
201948,Austin,Daye,austin-daye,USA,Gonzaga/USA,83.0,220.0,6,3,Forward,Inactive,1610612765,Pistons,DET,Detroit,austin_daye,2009,2014,2009,1,15,5.2,0.7,2.6,0.0,
201986,Nando,De Colo,nando-de-colo,France,Valencia/France,77.0,195.0,2,3,Guard,Inactive,1610612759,Spurs,SAS,San Antonio,nando_de colo,2012,2013,2009,2,53,3.8,1.7,1.8,0.0,
692,Andrew,DeClercq,andrew-declercq,USA,Florida/USA,82.0,255.0,10,,Center,Inactive,0,,,,andrew_declercq,1995,2004,1995,2,34,4.8,0.6,4.2,0.0,
