id,first_name,last_name,player_slug,country,last_affiliation,height,weight,season_exp,jersey,position,rosterstatus,team_id,team_name,team_abbreviation,team_city,playercode,from_year,to_year,draft_year,draft_round,draft_number,pts,ast,reb,all_star_appearances,pie
2873,Billy,Thomas,billy-thomas,USA,Kansas/USA,77.0,220.0,3,12,Guard,Inactive,1610612751,Nets,NJN,New Jersey,billy_thomas,2004,2007,Undrafted,Undrafted,Undrafted,2.7,0.5,1.0,0.0,
1063,Carl,Thomas,carl-thomas,USA,Eastern Michigan/USA,76.0,195.0,2,30,Guard,Inactive,1610612739,Cavaliers,CLE,Cleveland,carl_thomas,1991,1997,Undrafted,Undrafted,Undrafted,2.9,0.4,1.0,0.0,
78316,Charles,Thomas,charles-thomas,USA,Eastern Michigan/USA,75.0,175.0,0,14,Guard,Inactive,1610612765,Pistons,DET,Detroit,HISTADD_charles_thomas,1991,1991,Undrafted,Undrafted,Undrafted,1.3,0.6,0.6,0.0,
2041,Etan,Thomas,etan-thomas,USA,Syracuse/USA,82.0,260.0,9,36,Center,Inactive,1610612764,Wizards,WAS,Washington,etan_thomas,2001,2010,2000,1,12,5.7,0.4,4.7,0.0,
78317,Irving,Thomas,irving-thomas,USA,Florida State/USA,80.0,225.0,0,30,Forward,Inactive,1610612747,Lakers,LAL,Los Angeles,HISTADD_irving_thomas,1990,1990,Undrafted,Undrafted,Undrafted,1.8,0.4,1.2,0.0,
202738,Isaiah,Thomas,isaiah-thomas,USA,Washington/USA,69.0,185.0,8,4,Guard,Inactive,0,,,,isaiah_thomas,2011,2019,2011,2,60,18.1,5.0,2.5,2.0,
1975,Jamel,Thomas,jamel-thomas,USA,Providence/USA,78.0,219.0,1,5,Forward,Inactive,1610612751,Nets,NJN,New Jersey,jamel_thomas,1999,2000,Undrafted,Undrafted,Undrafted,2.5,0.5,1.2,0.0,
2839,James,Thomas,james-thomas,USA,Texas/USA,81.0,245.0,1,,Forward,Inactive,0,,,,james_thomas,2004,2005,Undrafted,Undrafted,Undrafted,1.6,0.2,2.3,0.0,
1519,John,Thomas,john-thomas,USA,Minnesota/USA,81.0,265.0,5,41,Center,Inactive,1610612761,Raptors,TOR,Toronto,john_thomas,1997,2005,1997,1,25,2.7,0.3,2.1,0.0,
1903,Kenny,Thomas,kenny-thomas,USA,New Mexico/USA,79.0,245.0,11,,Center-Forward,Inactive,0,,,,kenny_thomas,1999,2009,1999,1,22,9.3,1.5,6.9,0.0,
1629017,Khyri,Thomas,khyri-thomas,USA,Creighton/USA,75.0,210.0,2,13,Guard,Inactive,1610612765,Pistons,DET,Detroit,khyri_thomas,2018,2019,2018,2,38,2.3,0.3,0.6,0.0,
703,Kurt,Thomas,kurt-thomas,USA,TCU/USA,81.0,240.0,17,,Forward,Inactive,0,,,,kurt_thomas,1995,2012,1995,1,10,8.1,1.1,6.6,0.0,
202498,Lance,Thomas,lance-thomas,USA,Duke/USA,80.0,225.0,9,42,Forward,Inactive,1610612751,Nets,BKN,Brooklyn,lance_thomas,2011,2019,Undrafted,Undrafted,Undrafted,5.1,0.7,2.6,0.0,
202952,Malcolm,Thomas,malcolm-thomas,USA,San Diego State/USA,81.0,225.0,3,,Forward,Inactive,0,,,,malcolm_thomas,2011,2014,Undrafted,Undrafted,Undrafted,1.9,0.4,2.4,0.0,
1629744,Matt,Thomas,matt-thomas,USA,Iowa State/USA,76.0,190.0,1,21,Guard,Active,1610612761,Raptors,TOR,Toronto,matt_thomas,2019,2020,Undrafted,Undrafted,Undrafted,2.6,0.4,0.8,,0.058
1501,Tim,Thomas,tim-thomas,USA,Villanova/USA,82.0,240.0,13,7,Forward,Inactive,1610612749,Bucks,MIL,Milwaukee,tim_thomas,1997,2009,1997,1,7,11.5,1.5,4.1,0.0,
200748,Tyrus,Thomas,tyrus-thomas,USA,Louisiana State/USA,82.0,225.0,7,,Forward,Inactive,0,,,,tyrus_thomas,2006,2014,2006,1,4,7.7,0.9,4.8,0.0,
202717,Trey,Thompkins,trey-thompkins,USA,Georgia/USA,82.0,245.0,1,33,Forward,Inactive,1610612746,Clippers,LAC,Los Angeles,trey_thompkins,2011,2011,2011,2,37,2.4,0.1,1.0,0.0,
101159,Dijon,Thompson,dijon-thompson,USA,UCLA/USA,80.0,200.0,1,,Guard-Forward,Inactive,0,,,,dijon_thompson,2005,2006,2005,2,54,2.8,0.2,1.2,0.0,
203138,Hollis,Thompson,hollis-thompson,USA,Georgetown/USA,80.0,206.0,4,,Forward,Inactive,0,,,,hollis_thompson,2013,2016,Undrafted,Undrafted,Undrafted,7.7,1.1,3.1,0.0,
201574,Jason,Thompson,jason-thompson,USA,Rider/USA,83.0,250.0,8,1,Forward-Center,Inactive,1610612758,Kings,SAC,Sacramento,jason_thompson,2008,2015,2008,1,12,8.9,1.1,6.6,0.0,
202691,Klay,Thompson,klay-thompson,USA,Washington State/USA,78.0,215.0,8,11,Guard,Active,1610612744,Warriors,GSW,Golden State,klay_thompson,2011,2020,2011,1,11,21.5,2.4,3.8,,0.103
202814,Mychel,Thompson,mychel-thompson,USA,Pepperdine/USA,78.0,211.0,1,,Forward,Inactive,0,,,,mychel_thompson,2011,2011,Undrafted,Undrafted,Undrafted,3.6,1.4,1.0,0.0,
78333,Stephen,Thompson,stephen-thompson,USA,Syracuse/USA,76.0,185.0,0,5,Forward,Inactive,1610612758,Kings,SAC,Sacramento,HISTADD_stephen_thompson,1991,1991,Undrafted,Undrafted,Undrafted,1.6,0.4,1.0,0.0,
202684,Tristan,Thompson,tristan-thompson,Canada,Texas/Canada,81.0,254.0,9,13,Center-Forward,Active,1610612738,Celtics,BOS,Boston,tristan_thompson,2011,2020,2011,1,4,7.9,1.0,8.4,,0.106
201154,Al,Thornton,al-thornton,USA,Florida State/USA,80.0,235.0,4,23,Forward,Inactive,1610612746,Clippers,LAC,Los Angeles,al_thornton,2007,2010,2007,1,14,11.9,1.2,4.2,0.0,
201977,Marcus,Thornton,marcus-thornton,USA,Louisiana State/USA,76.0,205.0,7,,Guard-Forward,Inactive,0,,,,marcus_thornton,2009,2016,2009,2,43,11.9,1.4,2.8,0.0,
1628414,Sindarius,Thornwell,sindarius-thornwell,USA,South Carolina/USA,76.0,215.0,3,,Guard,Inactive,0,,,,sindarius_thornwell,2017,2020,2017,2,48,1.2,0.3,0.4,,0.029
78340,Mel,Thurston,mel-thurston,USA,Canisius/USA,72.0,175.0,0,,Guard,Inactive,1610610032,Steamrollers,PRO,Providence,HISTADD_mel_thurston,1947,1947,Undrafted,Undrafted,Undrafted,5.6,0.3,,0.0,
1629680,Matisse,Thybulle,matisse-thybulle,USA,Washington/USA,77.0,201.0,1,22,Guard-Forward,Active,1610612755,76ers,PHI,Philadelphia,matisse_thybulle,2019,2020,2019,1,20,3.7,1.0,1.7,,0.05
78341,Howard,Tidrick,howard-tidrick,USA,Washington & Jefferson/USA,73.0,190.0,0,,Guard,Inactive,1610610024,Bullets,BAL,Baltimore,HISTADD_hal_tidrick,1948,1948,Undrafted,Undrafted,Undrafted,9.0,1.7,,0.0,
78342,Dan,Tieman,dan-tieman,USA,Thomas More/USA,72.0,185.0,0,41,Guard,Inactive,1610612758,Royals,CIN,Cincinnati,HISTADD_dan_tieman,1962,1962,Undrafted,Undrafted,Undrafted,1.2,0.9,0.8,0.0,
2224,Jamaal,Tinsley,jamaal-tinsley,USA,Iowa State/USA,75.0,188.0,10,,Guard,Inactive,0,,,,jamaal_tinsley,2001,2013,2001,1,27,8.5,6.1,2.9,0.0,
1627861,Mike,Tobey,mike-tobey,USA,Virginia/USA,84.0,260.0,0,,Center,Inactive,0,,,,mike_tobey,2016,2016,Undrafted,Undrafted,Undrafted,1.0,0.5,1.5,0.0,
78346,Marko,Todorovich,marko-todorovich,USA,Wyoming/USA,77.0,220.0,1,19,Forward,Inactive,1610612737,Blackhawks,TCB,Tri-Cities,HISTADD_mike_todorovich,1949,1950,Undrafted,Undrafted,Undrafted,11.0,2.9,6.9,0.0,
201229,Anthony,Tolliver,anthony-tolliver,USA,Creighton/USA,80.0,240.0,12,44,Forward,Inactive,1610612763,Grizzlies,MEM,Memphis,anthony_tolliver,2008,2019,Undrafted,Undrafted,Undrafted,6.2,0.9,3.3,0.0,
342,Andy,Toolson,andy-toolson,USA,Brigham Young/USA,78.0,210.0,1,5,Forward,Inactive,1610612762,Jazz,UTA,Utah,andy_toolson,1990,1995,Undrafted,Undrafted,Undrafted,2.7,0.5,1.2,0.0,
78355,Jack,Toomay,jack-toomay,USA,Pacific/USA,78.0,215.0,2,,Center,Inactive,1610610027,Nuggets,DN,Denver,HISTADD_jack_toomay,1947,1949,Undrafted,Undrafted,Undrafted,6.7,0.9,,0.0,
78357,Irv,Torgoff,irv-torgoff,USA,Long Island-Brooklyn/USA,73.0,192.0,2,,Forward,Inactive,1610610036,Capitols,WAS,Washington,HISTADD_irv_torgoff,1946,1948,Undrafted,Undrafted,Undrafted,6.8,0.7,,0.0,
2351,Oscar,Torres,oscar-torres,Venezuela,Trotamundos/Venezuela,78.0,210.0,1,18,Guard-Forward,Inactive,1610612745,Rockets,HOU,Houston,oscar_torres,2001,2002,Undrafted,Undrafted,Undrafted,5.4,0.5,1.6,0.0,
78360,Bob,Tough,bob-tough,USA,St. John's/USA,72.0,185.0,1,,Guard,Inactive,1610612765,Pistons,FTW,Ft. Wayne Zollner,HISTADD_red_tough,1948,1949,Undrafted,Undrafted,Undrafted,7.2,1.7,,0.0,
1626253,Axel,Toupane,axel-toupane,France,France/France,79.0,210.0,2,66,Guard-Forward,Active,1610612749,Bucks,MIL,Milwaukee,axel_toupane,2015,2020,Undrafted,Undrafted,Undrafted,0.0,0.0,1.0,,0.0
700,Keith,Tower,keith-tower,USA,Notre Dame/USA,83.0,250.0,3,,Center,Inactive,0,,,,keith_tower,1993,1996,Undrafted,Undrafted,Undrafted,1.8,0.1,1.3,0.0,
78363,William,Towery,william-towery,USA,Western Kentucky/USA,76.0,210.0,1,,Center,Inactive,1610610024,Bullets,BAL,Baltimore,HISTADD_blackie_towery,1948,1949,Undrafted,Undrafted,Undrafted,9.4,2.4,,0.0,
1626157,Karl-Anthony,Towns,karl-anthony-towns,USA,Kentucky/USA,83.0,248.0,5,32,Center-Forward,Active,1610612750,Timberwolves,MIN,Minnesota,karl-anthony_towns,2015,2020,2015,1,1,23.6,4.0,10.2,,0.153
1714,Robert,Traylor,robert-traylor,USA,Michigan/USA,80.0,284.0,7,32,Forward-Center,Inactive,1610612739,Cavaliers,CLE,Cleveland,robert_traylor,1998,2004,1998,1,6,4.8,0.7,3.7,0.0,
718,Gary,Trent,gary-trent,USA,Ohio/USA,80.0,250.0,9,20,Forward,Inactive,1610612750,Timberwolves,MIN,Minnesota,gary_trent,1995,2003,1995,1,11,8.6,1.0,4.5,0.0,
1629018,Gary,Trent Jr.,gary-trent-jr,USA,Duke/USA,77.0,209.0,2,2,Guard-Forward,Active,1610612757,Trail Blazers,POR,Portland,gary_trent_jr,2018,2020,2018,2,37,15.0,1.4,2.2,,0.069
2244,Jeff,Trepagnier,jeff-trepagnier,USA,Southern California/USA,76.0,200.0,3,4,Guard,Inactive,1610612743,Nuggets,DEN,Denver,jeff_trepagnier,2001,2003,2001,2,35,2.8,0.7,1.4,0.0,
1629019,Allonzo,Trier,allonzo-trier,USA,Arizona/USA,76.0,200.0,1,,Guard,Inactive,0,,,,allonzo_trier,2018,2019,2018,None,None,9.7,1.7,2.6,0.0,
78368,Dick,Triptow,dick-triptow,USA,DePaul/USA,72.0,170.0,1,,Guard,Inactive,1610612765,Pistons,FTW,Ft. Wayne Zollner,HISTADD_tiptoe_triptow,1948,1949,Undrafted,Undrafted,Undrafted,5.7,1.6,,0.0,
2456,Cezary,Trybanski,cezary-trybanski,Poland,Znicz Pruszkow/Poland,86.0,240.0,2,14,Center,Inactive,1610612763,Grizzlies,MEM,Memphis,cezary_trybanski,2002,2003,Undrafted,Undrafted,Undrafted,0.7,0.0,0.7,0.0,
2054,Jake,Tsakalidis,jake-tsakalidis,Greece,AEK Athens/Greece,86.0,290.0,7,25,Center,Inactive,1610612756,Suns,PHX,Phoenix,jake_tsakalidis,2000,2006,2000,1,25,4.8,0.3,3.9,0.0,
78370,John,Tschogl,john-tschogl,USA,California-Santa Barbara/USA,78.0,206.0,2,26,Forward,Inactive,1610612737,Hawks,ATL,Atlanta,HISTADD_john_tschogl,1972,1974,Undrafted,Undrafted,Undrafted,2.5,0.6,1.8,0.0,
2401,Nikoloz,Tskitishvili,nikoloz-tskitishvili,Georgia,Benetton Treviso/Georgia,84.0,225.0,4,15,Forward,Inactive,1610612743,Nuggets,DEN,Denver,nikoloz_tskitishvili,2002,2005,2002,1,5,2.9,0.7,1.8,0.0,
201169,Alando,Tucker,alando-tucker,USA,Wisconsin/USA,78.0,205.0,3,,Forward,Inactive,0,,,,alando_tucker,2007,2009,2007,1,29,4.1,0.3,1.0,0.0,
141,Anthony,Tucker,anthony-tucker,USA,Wake Forest/USA,80.0,220.0,0,21,Forward,Inactive,1610612764,Bullets,WAS,Washington,anthony_tucker,1994,1994,1996,None,None,3.9,1.1,2.7,0.0,
200782,P.J.,Tucker,pj-tucker,USA,Texas/USA,77.0,245.0,9,17,Forward,Active,1610612749,Bucks,MIL,Milwaukee,pj_tucker,2006,2020,2006,2,35,4.1,1.4,4.4,,0.036
1629730,Rayjon,Tucker,rayjon-tucker,USA,Arkansas-Little Rock/USA,75.0,209.0,1,9,Guard,Active,1610612755,76ers,PHI,Philadelphia,rayjon_tucker,2019,2020,Undrafted,Undrafted,Undrafted,4.0,1.0,0.0,,-1.5
101142,Ronny,Turiaf,ronny-turiaf,France,Gonzaga/France,82.0,249.0,9,,Center,Inactive,0,,,,ronny_turiaf,2005,2014,2005,2,37,4.7,1.3,3.7,0.0,
1726,Mirsad,Turkcan,mirsad-turkcan,Turkey,Efes Pilsen/Turkey,81.0,216.0,0,6,Forward,Inactive,1610612749,Bucks,MIL,Milwaukee,mirsad_turkcan,1999,1999,1998,1,18,1.9,0.3,1.9,0.0,
2045,Hedo,Turkoglu,hedo-turkoglu,Turkey,Efes Pilsen/Turkey,82.0,220.0,14,15,Forward,Inactive,1610612753,Magic,ORL,Orlando,hedo_turkoglu,2000,2014,2000,1,16,11.1,2.8,4.0,0.0,
202323,Evan,Turner,evan-turner,USA,Ohio State/USA,78.0,220.0,10,1,Guard-Forward,Inactive,1610612750,Timberwolves,MIN,Minnesota,evan_turner,2010,2019,2010,1,2,9.7,3.5,4.6,0.0,
78379,Henry,Turner,henry-turner,USA,California State-Fullerton/USA,79.0,200.0,1,9,Guard,Inactive,1610612758,Kings,SAC,Sacramento,HISTADD_henry_turner,1989,1994,Undrafted,Undrafted,Undrafted,3.4,0.4,1.2,0.0,
1626167,Myles,Turner,myles-turner,USA,Texas/USA,83.0,250.0,5,33,Center-Forward,Active,1610612754,Pacers,IND,Indiana,myles_turner,2015,2020,2015,1,11,13.2,1.0,6.5,,0.094
1943,Wayne,Turner,wayne-turner,USA,Kentucky/USA,74.0,190.0,0,,Guard,Inactive,0,,,,wayne_turner,1999,1999,Undrafted,Undrafted,Undrafted,1.3,1.7,1.0,0.0,
202719,Jeremy,Tyler,jeremy-tyler,USA,Tokyo Apache/USA,82.0,250.0,5,4,Forward,Inactive,1610612744,Warriors,GSW,Golden State,jeremy_tyler,2011,2013,2011,2,39,3.6,0.2,2.6,0.0,
202775,Edwin,Ubiles,edwin-ubiles,Puerto Rico,Siena/Puerto Rico,78.0,204.0,0,,Forward-Guard,Inactive,0,,,,edwin_ubiles,2011,2011,Undrafted,Undrafted,Undrafted,3.5,0.3,2.5,0.0,
202327,Ekpe,Udoh,ekpe-udoh,USA,Baylor/USA,82.0,245.0,7,33,Center-Forward,Inactive,1610612762,Jazz,UTA,Utah,ekpe_udoh,2010,2018,2010,1,6,3.5,0.7,2.9,0.0,
2137,Ime,Udoka,ime-udoka,USA,Portland State/USA,77.0,220.0,7,,Guard-Forward,Inactive,0,,,,ime_udoka,2003,2010,Undrafted,Undrafted,Undrafted,5.2,1.0,2.9,0.0,
2757,Beno,Udrih,beno-udrih,Slovenia,Olimpia Milano/Slovenia,75.0,205.0,13,19,Guard,Inactive,1610612758,Kings,SAC,Sacramento,beno_udrih,2004,2016,2004,1,28,8.4,3.4,2.1,0.0,
101146,Roko,Ukic,roko-ukic,Croatia,Virtus Roma/Croatia,77.0,190.0,1,,Guard,Inactive,0,,,,roko_ukic,2007,2009,2005,2,41,4.0,1.9,0.9,0.0,
1627755,Tyler,Ulis,tyler-ulis,USA,Kentucky/USA,70.0,160.0,3,,Guard,Inactive,0,,,,tyler_ulis,2016,2018,2016,2,34,7.5,4.0,1.7,0.0,
78393,Hal,Uplinger,hal-uplinger,USA,Long Island-Brooklyn/USA,76.0,185.0,0,,Guard,Inactive,1610610024,Bullets,BAL,Baltimore,HISTADD_hal_uplinger,1953,1953,Undrafted,Undrafted,Undrafted,3.7,1.1,1.3,0.0,
78394,Kelvin,Upshaw,kelvin-upshaw,USA,Utah/USA,74.0,180.0,2,5,Guard,Inactive,1610612742,Mavericks,DAL,Dallas,HISTADD_kelvin_upshaw,1988,1990,Undrafted,Undrafted,Undrafted,5.4,2.1,1.2,0.0,
1627784,Jarrod,Uthoff,jarrod-uthoff,USA,Iowa/USA,81.0,220.0,2,7,Forward,Inactive,1610612764,Wizards,WAS,Washington,jarrod_uthoff,2016,2019,Undrafted,Undrafted,Undrafted,3.7,0.6,1.8,0.0,
202386,Ben,Uzoh,ben-uzoh,USA,Tulsa/USA,75.0,205.0,2,18,Guard,Inactive,1610612751,Nets,NJN,New Jersey,ben_uzoh,2010,2011,Undrafted,Undrafted,Undrafted,4.0,2.2,2.1,0.0,
201987,Robert,Vaden,robert-vaden,USA,Alabama-Birmingham/USA,77.0,205.0,0,30,Guard-Forward,Inactive,1610612760,Thunder,OKC,Oklahoma City,robert_vaden,2010,2010,2009,2,54,,,,,
202685,Jonas,Valanciunas,jonas-valanciunas,Lithuania,Lietuvos rytas Vilnius/Lithuania,83.0,265.0,8,17,Center,Active,1610612763,Grizzlies,MEM,Memphis,jonas_valanciunas,2012,2020,2011,1,5,15.9,1.8,12.3,,0.152
1627756,Denzel,Valentine,denzel-valentine,USA,Michigan State/USA,76.0,220.0,3,45,Guard,Active,1610612741,Bulls,CHI,Chicago,denzel_valentine,2016,2020,2016,1,14,7.4,1.7,3.9,,0.095
78401,Butch,Van Breda Kolff,butch-van-breda-kolff,USA,New York University/USA,75.0,185.0,3,17,Guard-Forward,Inactive,1610612752,Knicks,NYK,New York,HISTADD_butch_vanbredakolff,1946,1949,Undrafted,Undrafted,Undrafted,4.7,1.5,,0.0,
1496,Keith,Van Horn,keith-van-horn,USA,Utah/USA,82.0,245.0,9,2,Forward,Inactive,1610612751,Nets,NJN,New Jersey,keith_van horn,1997,2005,1997,1,2,16.0,1.6,6.8,0.0,
1627832,Fred,VanVleet,fred-vanvleet,USA,Wichita State/USA,73.0,197.0,4,23,Guard,Active,1610612761,Raptors,TOR,Toronto,fred_vanvleet,2016,2020,Undrafted,Undrafted,Undrafted,20.1,6.5,4.4,,0.118
78403,Log,Vander Velden,log-vander-velden,USA,Wisconsin-Green Bay/USA,80.0,215.0,0,25,Forward,Inactive,1610612746,Clippers,LAC,Los Angeles,HISTADD_logan_vander_velden,1995,1995,Undrafted,Undrafted,Undrafted,0.6,0.1,0.4,0.0,
1629020,Jarred,Vanderbilt,jarred-vanderbilt,USA,Kentucky/USA,81.0,214.0,2,8,Forward,Active,1610612750,Timberwolves,MIN,Minnesota,jarred_vanderbilt,2018,2020,2018,2,41,5.6,1.4,5.6,,0.107
2128,David,Vanterpool,david-vanterpool,USA,St. Bonaventure/USA,77.0,200.0,0,22,Guard,Inactive,1610612764,Wizards,WAS,Washington,david_vanterpool,2000,2000,Undrafted,Undrafted,Undrafted,5.5,3.0,1.7,0.0,
2237,Ratko,Varda,ratko-varda,Bosnia and Herzegovina,Partizan/Bosnia and Herzegovina,85.0,265.0,1,50,Center,Inactive,1610612765,Pistons,DET,Detroit,ratko_varda,2001,2002,Undrafted,Undrafted,Undrafted,5.0,0.0,1.0,0.0,
2760,Anderson,Varejao,anderson-varejao,Brazil,FC Barcelona/Brazil,83.0,273.0,12,,Center,Inactive,0,,,,anderson_varejao,2004,2016,2004,2,30,7.3,1.2,7.2,0.0,
202363,Jarvis,Varnado,jarvis-varnado,USA,Mississippi State/USA,81.0,230.0,1,40,Forward-Center,Inactive,1610612755,76ers,PHI,Philadelphia,jarvis_varnado,2012,2013,2010,2,41,2.9,0.4,1.9,0.0,
202349,Greivis,Vasquez,greivis-vasquez,Venezuela,Maryland/Venezuela,78.0,217.0,6,,Guard,Inactive,0,,,,greivis_vasquez,2010,2016,2010,1,28,9.0,4.8,2.5,0.0,
710,David,Vaughn,david-vaughn,USA,Memphis/USA,81.0,240.0,3,,Forward,Inactive,0,,,,david_vaughn,1995,1998,1995,1,25,2.9,0.3,3.1,0.0,
1521,Jacque,Vaughn,jacque-vaughn,USA,Kansas/USA,73.0,190.0,12,11,Guard,Inactive,1610612762,Jazz,UTA,Utah,jacque_vaughn,1997,2008,1997,1,27,4.5,2.5,1.3,0.0,
1626173,Rashad,Vaughn,rashad-vaughn,USA,UNLV/USA,78.0,202.0,2,,Guard,Inactive,0,,,,rashad_vaughn,2015,2017,2015,1,17,3.0,0.5,1.1,0.0,
78411,Virgil,Vaughn,virgil-vaughn,USA,Western Kentucky/USA,76.0,205.0,0,17,Forward,Inactive,1610612738,Celtics,BOS,Boston,HISTADD_virgil_vaughn,1946,1946,Undrafted,Undrafted,Undrafted,2.6,0.6,,0.0,
202686,Jan,Vesely,jan-vesely,Czech Republic,Partizan/Czech Republic,84.0,242.0,2,24,Forward,Inactive,1610612764,Wizards,WAS,Washington,jan_vesely,2011,2013,2011,1,6,3.6,0.6,3.5,0.0,
78415,Gundars,Vetra,gundars-vetra,Latvia,VEF Riga/Latvia,78.0,195.0,0,2,Forward,Inactive,1610612750,Timberwolves,MIN,Minnesota,HISTADD_gundars_vetra,1992,1992,Undrafted,Undrafted,Undrafted,3.5,0.5,0.6,0.0,
78416,Joao,Vianna,joao-vianna,Brazil,Travajara/Brazil,81.0,215.0,0,31,Forward,Inactive,1610612742,Mavericks,DAL,Dallas,HISTADD_joao_vianna,1991,1991,Undrafted,Undrafted,Undrafted,2.0,2.0,0.0,0.0,
101111,Charlie,Villanueva,charlie-villanueva,USA,Connecticut/USA,83.0,232.0,11,3,Forward,Inactive,1610612765,Pistons,DET,Detroit,charlie_villanueva,2005,2015,2005,1,7,10.4,0.8,4.6,0.0,
1629216,Gabe,Vincent,gabe-vincent,USA,California-Santa Barbara/USA,75.0,200.0,1,2,Guard,Active,1610612748,Heat,MIA,Miami,gabe_vincent,2019,2020,Undrafted,Undrafted,Undrafted,5.9,1.3,1.2,,0.053
200790,Marcus,Vinicius,marcus-vinicius,Brazil,Sao Carlos/Brazil,80.0,225.0,1,,Forward,Inactive,0,,,,marcus_vinicius,2006,2007,2006,2,43,1.9,0.3,0.7,0.0,
1844,Fred,Vinson,fred-vinson,USA,Georgia Tech/USA,76.0,190.0,1,,Guard,Inactive,0,,,,fred_vinson,1994,1999,Undrafted,Undrafted,Undrafted,1.3,0.1,0.1,0.0,
78419,Gary,Voce,gary-voce,USA,Notre Dame/USA,81.0,240.0,0,54,Forward,Inactive,1610612739,Cavaliers,CLE,Cleveland,HISTADD_gary_voce,1989,1989,Undrafted,Undrafted,Undrafted,2.0,0.0,2.0,0.0,
78420,Floyd,Volker,floyd-volker,USA,Wyoming/USA,76.0,205.0,0,,Forward,Inactive,1610610027,Nuggets,DN,Denver,HISTADD_floyd_volker,1949,1949,Undrafted,Undrafted,Undrafted,7.4,2.1,,0.0,
78422,Whitey,Von Nieda,whitey-von-nieda,USA,Penn State/USA,,,0,,,Inactive,1610610024,Bullets,BAL,Baltimore,HISTADD_whitey_vonnieda,1949,1949,Undrafted,Undrafted,Undrafted,5.3,2.4,,0.0,
203943,Noah,Vonleh,noah-vonleh,USA,Indiana/USA,82.0,257.0,6,,Forward,Inactive,0,,,,noah_vonleh,2014,2020,2014,1,9,0.0,0.3,0.3,,-0.094
2063,Jake,Voskuhl,jake-voskuhl,USA,Connecticut/USA,83.0,255.0,9,77,Center,Inactive,1610612756,Suns,PHX,Phoenix,jake_voskuhl,2000,2008,2000,2,33,4.0,0.5,3.4,0.0,
2582,Slavko,Vranes,slavko-vranes,Montenegro,Buducnost/Montenegro,89.0,275.0,0,,Center,Inactive,0,,,,slavko_vranes,2003,2003,2003,2,39,0.0,0.0,0.0,0.0,
1037,Stojko,Vrankovic,stojko-vrankovic,Croatia,Aris/Croatia,86.0,260.0,4,,Center,Inactive,0,,,,stojko_vrankovic,1990,1998,Undrafted,Undrafted,Undrafted,2.8,0.3,3.0,0.0,
2761,Jackson,Vroman,jackson-vroman,USA,Iowa State/USA,82.0,220.0,1,,Forward-Center,Inactive,0,,,,jackson_vroman,2004,2005,2004,2,31,3.3,0.6,3.0,0.0,
202696,Nikola,Vucevic,nikola-vucevic,Montenegro,Southern California/Montenegro,83.0,260.0,9,9,Center,Active,1610612753,Magic,ORL,Orlando,nikola_vucevic,2011,2020,2011,1,16,24.5,3.8,11.7,,0.172
2756,Sasha,Vujacic,sasha-vujacic,Slovenia,Udine/Slovenia,79.0,195.0,10,18,Guard,Inactive,1610612747,Lakers,LAL,Los Angeles,sasha_vujacic,2004,2016,2004,1,27,5.3,1.3,1.9,0.0,
1629731,Dean,Wade,dean-wade,USA,Kansas State/USA,81.0,228.0,1,32,Forward-Center,Active,1610612739,Cavaliers,CLE,Cleveland,dean_wade,2019,2020,Undrafted,Undrafted,Undrafted,4.1,0.8,2.3,,0.083
2548,Dwyane,Wade,dwyane-wade,USA,Marquette/USA,76.0,220.0,16,3,Guard,Inactive,1610612748,Heat,MIA,Miami,dwyane_wade,2003,2018,2003,1,5,22.0,5.4,4.7,12.0,
78426,Mark,Wade,mark-wade,USA,UNLV/USA,71.0,160.0,1,10,Guard,Inactive,1610612744,Warriors,GOS,Golden State,HISTADD_mark_wade,1987,1989,Undrafted,Undrafted,Undrafted,0.7,3.0,1.3,0.0,
101144,Von,Wafer,von-wafer,USA,Florida State/USA,77.0,209.0,7,1,Guard,Inactive,1610612745,Rockets,HOU,Houston,von_wafer,2005,2011,2005,2,39,5.3,0.7,1.2,0.0,
78427,Clint,Wager,clint-wager,USA,St. Mary's (MN)/USA,77.0,210.0,0,17,Center,Inactive,1610612765,Pistons,FTW,Ft. Wayne Zollner,HISTADD_clint_wager,1949,1949,Undrafted,Undrafted,Undrafted,2.3,1.4,,0.0,
2402,Dajuan,Wagner,dajuan-wagner,USA,Memphis/USA,75.0,200.0,3,,Guard,Inactive,0,,,,dajuan_wagner,2002,2006,2002,1,6,9.4,1.9,1.4,0.0,
78428,Danny,Wagner,danny-wagner,USA,Texas/USA,72.0,170.0,0,,Guard,Inactive,1610610033,Redskins,SHE,Sheboygan,HISTADD_danny_wagner,1949,1949,Undrafted,Undrafted,Undrafted,6.3,1.6,,0.0,
1629021,Moritz,Wagner,moritz-wagner,Germany,Michigan/Germany,83.0,245.0,2,21,Forward-Center,Active,1610612764,Wizards,WAS,Washington,moritz_wagner,2018,2020,2018,1,25,7.1,1.3,2.9,,0.094
203079,Dion,Waiters,dion-waiters,USA,Syracuse/USA,75.0,210.0,8,18,Guard,Inactive,1610612747,Lakers,LAL,Los Angeles,dion_waiters,2012,2019,2012,1,4,13.1,2.8,2.6,0.0,
